stop_id,stop_name,service,borough,,
D01N,Norwood-205 St,D,Bronx,,
D01S,Norwood-205 St,D,Bronx,,
D03,Bedford Park Blvd,BD,Bronx,,
D03N,Bedford Park Blvd,BD,Bronx,,
D03S,Bedford Park Blvd,BD,Bronx,,
D04,Kingsbridge Rd,BD,Bronx,,
D04N,Kingsbridge Rd,BD,Bronx,,
D04S,Kingsbridge Rd,BD,Bronx,,
D05,Fordham Rd,BD,Bronx,,
D05N,Fordham Rd,BD,Bronx,,
D05S,Fordham Rd,BD,Bronx,,
D06,182-183 Sts,BD,Bronx,,
D06N,182-183 Sts,BD,Bronx,,
D06S,182-183 Sts,BD,Bronx,,
D07,Tremont Av,BD,Bronx,,
D07N,Tremont Av,BD,Bronx,,
D07S,Tremont Av,BD,Bronx,,
D08,174-175 Sts,BD,Bronx,,
D08N,174-175 Sts,BD,Bronx,,
D08S,174-175 Sts,BD,Bronx,,
D09,170 St,BD,Bronx,,
D09N,170 St,BD,Bronx,,
D09S,170 St,BD,Bronx,,
D10,167 St,BD,Bronx,,
D10N,167 St,BD,Bronx,,
D10S,167 St,BD,Bronx,,
D11,161 St-Yankee Stadium,BD,Bronx,,
D11N,161 St-Yankee Stadium,BD,Bronx,,
D11S,161 St-Yankee Stadium,BD,Bronx,,
D12,155 St,BD,Manhattan,,
D12N,155 St,BD,Manhattan,,
D12S,155 St,BD,Manhattan,,
D13,145 St,BD,Manhattan,,
D13N,145 St,BD,Manhattan,,
D13S,145 St,BD,Manhattan,,
D14,7 Av (M),BDE,Manhattan,,
D14N,7 Av (M),BDE,Manhattan,,
D14S,7 Av (M),BDE,Manhattan,,
D15,47-50 Sts-Rockefeller Ctr,BDFM,Manhattan,,
D15N,47-50 Sts-Rockefeller Ctr,BDFM,Manhattan,,
D15S,47-50 Sts-Rockefeller Ctr,BDFM,Manhattan,,
D16,42 St-Bryant Pk,BDFM,Manhattan,,
D16N,42 St-Bryant Pk,BDFM,Manhattan,,
D16S,42 St-Bryant Pk,BDFM,Manhattan,,
D17,34 St-Herald Sq,BDFM,Manhattan,,
D17N,34 St-Herald Sq,BDFM,Manhattan,,
D17S,34 St-Herald Sq,BDFM,Manhattan,,
D18,23 St,FM,Manhattan,,
D18N,23 St,FM,Manhattan,,
D18S,23 St,FM,Manhattan,,
D19,14 St,FM,Manhattan,,
D19N,14 St,FM,Manhattan,,
D19S,14 St,FM,Manhattan,,
D20,W 4 St-Wash Sq,BDFM,Manhattan,,
D20N,W 4 St-Wash Sq,BDFM,Manhattan,,
D20S,W 4 St-Wash Sq,BDFM,Manhattan,,
D21,Broadway-Lafayette St,BDFM,Manhattan,,
D21N,Broadway-Lafayette St,BDFM,Manhattan,,
D21S,Broadway-Lafayette St,BDFM,Manhattan,,
D22,Grand St,BD,Manhattan,,
D22N,Grand St,BD,Manhattan,,
D22S,Grand St,BD,Manhattan,,
D24,Atlantic Av-Barclays Ctr,BQ,Brooklyn,,
D24N,Atlantic Av-Barclays Ctr,BQ,Brooklyn,,
D24S,Atlantic Av-Barclays Ctr,BQ,Brooklyn,,
D25,7 Av (B),BQ,Brooklyn,,
D25N,7 Av (B),BQ,Brooklyn,,
D25S,7 Av (B),BQ,Brooklyn,,
D26,Prospect Park,BQ,Brooklyn,,
D26N,Prospect Park,BQ,Brooklyn,,
D26S,Prospect Park,BQ,Brooklyn,,
D27,Parkside Av,Q,Brooklyn,,
D27N,Parkside Av,Q,Brooklyn,,
D27S,Parkside Av,Q,Brooklyn,,
D28,Church Av,BQ,Brooklyn,,
D28N,Church Av,BQ,Brooklyn,,
D28S,Church Av,BQ,Brooklyn,,
D29,Beverley Rd,Q,Brooklyn,,
D29N,Beverley Rd,Q,Brooklyn,,
D29S,Beverley Rd,Q,Brooklyn,,
D30,Cortelyou Rd,Q,Brooklyn,,
D30N,Cortelyou Rd,Q,Brooklyn,,
D30S,Cortelyou Rd,Q,Brooklyn,,
D31,Newkirk Plaza,BQ,Brooklyn,,
D31N,Newkirk Plaza,BQ,Brooklyn,,
D31S,Newkirk Plaza,BQ,Brooklyn,,
D32,Avenue H,Q,Brooklyn,,
D32N,Avenue H,Q,Brooklyn,,
D32S,Avenue H,Q,Brooklyn,,
D33,Avenue J,Q,Brooklyn,,
D33N,Avenue J,Q,Brooklyn,,
D33S,Avenue J,Q,Brooklyn,,
D34,Avenue M,Q,Brooklyn,,
D34N,Avenue M,Q,Brooklyn,,
D34S,Avenue M,Q,Brooklyn,,
D35,Kings Hwy,BQ,Brooklyn,,
D35N,Kings Hwy,BQ,Brooklyn,,
D35S,Kings Hwy,BQ,Brooklyn,,
D37,Avenue U,Q,Brooklyn,,
D37N,Avenue U,Q,Brooklyn,,
D37S,Avenue U,Q,Brooklyn,,
D38,Neck Rd,Q,Brooklyn,,
D38N,Neck Rd,Q,Brooklyn,,
D38S,Neck Rd,Q,Brooklyn,,
D39,Sheepshead Bay,BQ,Brooklyn,,
D39N,Sheepshead Bay,BQ,Brooklyn,,
D39S,Sheepshead Bay,BQ,Brooklyn,,
D40,Brighton Beach,BQ,Brooklyn,,
D40N,Brighton Beach,BQ,Brooklyn,,
D40S,Brighton Beach,BQ,Brooklyn,,
D41,Ocean Pkwy,Q,Brooklyn,,
D41N,Ocean Pkwy,Q,Brooklyn,,
D41S,Ocean Pkwy,Q,Brooklyn,,
D42,W 8 St-NY Aquarium,FQ,Brooklyn,,
D42N,W 8 St-NY Aquarium,FQ,Brooklyn,,
D42S,W 8 St-NY Aquarium,FQ,Brooklyn,,
D43,Coney Island-Stillwell Av,DFNQ,Brooklyn,,
D43N,Coney Island-Stillwell Av,DFNQ,Brooklyn,,
D43S,Coney Island-Stillwell Av,DFNQ,Brooklyn,,
E01,World Trade Center,E,Manhattan,,
E01N,World Trade Center,E,Manhattan,,
E01S,World Trade Center,E,Manhattan,,
F01,Jamaica-179 St,EF,Queens,,
F01N,Jamaica-179 St,EF,Queens,,
F01S,Jamaica-179 St,EF,Queens,,
F02,169 St,EF,Queens,,
F02N,169 St,EF,Queens,,
F02S,169 St,EF,Queens,,
F03,Parsons Blvd,EF,Queens,,
F03N,Parsons Blvd,EF,Queens,,
F03S,Parsons Blvd,EF,Queens,,
F04,Sutphin Blvd,EF,Queens,,
F04N,Sutphin Blvd,EF,Queens,,
F04S,Sutphin Blvd,EF,Queens,,
F05,Briarwood,EF,Queens,,
F05N,Briarwood,EF,Queens,,
F05S,Briarwood,EF,Queens,,
F06,Kew Gardens-Union Tpke,EF,Queens,,
F06N,Kew Gardens-Union Tpke,EF,Queens,,
F06S,Kew Gardens-Union Tpke,EF,Queens,,
F07,75 Av,EF,Queens,,
F07N,75 Av,EF,Queens,,
F07S,75 Av,EF,Queens,,
F09,Court Sq-23 St,EM,Queens,,
F09N,Court Sq-23 St,EM,Queens,,
F09S,Court Sq-23 St,EM,Queens,,
F11,Lexington Av/53 St,EM,Manhattan,,
F11N,Lexington Av/53 St,EM,Manhattan,,
F11S,Lexington Av/53 St,EM,Manhattan,,
F12,5 Av/53 St,EM,Manhattan,,
F12N,5 Av/53 St,EM,Manhattan,,
F12S,5 Av/53 St,EM,Manhattan,,
F14,2 Av,F,Manhattan,,
F14N,2 Av,F,Manhattan,,
F14S,2 Av,F,Manhattan,,
F15,Delancey St-Essex St,F,Manhattan,,
F15N,Delancey St-Essex St,F,Manhattan,,
F15S,Delancey St-Essex St,F,Manhattan,,
F16,East Broadway,F,Manhattan,,
F16N,East Broadway,F,Manhattan,,
F16S,East Broadway,F,Manhattan,,
F18,York St,F,Brooklyn,,
F18N,York St,F,Brooklyn,,
F18S,York St,F,Brooklyn,,
F20,Bergen St,FG,Brooklyn,,
F20N,Bergen St,FG,Brooklyn,,
F20S,Bergen St,FG,Brooklyn,,
F21,Carroll St,FG,Brooklyn,,
F21N,Carroll St,FG,Brooklyn,,
F21S,Carroll St,FG,Brooklyn,,
F22,Smith-9 Sts,FG,Brooklyn,,
F22N,Smith-9 Sts,FG,Brooklyn,,
F22S,Smith-9 Sts,FG,Brooklyn,,
F23,4 Av-9 St,FG,Brooklyn,,
F23N,4 Av-9 St,FG,Brooklyn,,
F23S,4 Av-9 St,FG,Brooklyn,,
F24,7 Av,FG,Brooklyn,,
F24N,7 Av,FG,Brooklyn,,
F24S,7 Av,FG,Brooklyn,,
F25,15 St-Prospect Park,FG,Brooklyn,,
F25N,15 St-Prospect Park,FG,Brooklyn,,
F25S,15 St-Prospect Park,FG,Brooklyn,,
F26,Fort Hamilton Pkwy,FG,Brooklyn,,
F26N,Fort Hamilton Pkwy,FG,Brooklyn,,
F26S,Fort Hamilton Pkwy,FG,Brooklyn,,
F27,Church Av,FG,Brooklyn,,
F27N,Church Av,FG,Brooklyn,,
F27S,Church Av,FG,Brooklyn,,
F29,Ditmas Av,F,Brooklyn,,
F29N,Ditmas Av,F,Brooklyn,,
F29S,Ditmas Av,F,Brooklyn,,
F30,18 Av,F,Brooklyn,,
F30N,18 Av,F,Brooklyn,,
F30S,18 Av,F,Brooklyn,,
F31,Avenue I,F,Brooklyn,,
F31N,Avenue I,F,Brooklyn,,
F31S,Avenue I,F,Brooklyn,,
F32,Bay Pkwy,F,Brooklyn,,
F32N,Bay Pkwy,F,Brooklyn,,
F32S,Bay Pkwy,F,Brooklyn,,
F33,Avenue N,F,Brooklyn,,
F33N,Avenue N,F,Brooklyn,,
F33S,Avenue N,F,Brooklyn,,
F34,Avenue P,F,Brooklyn,,
F34N,Avenue P,F,Brooklyn,,
F34S,Avenue P,F,Brooklyn,,
F35,Kings Hwy,F,Brooklyn,,
F35N,Kings Hwy,F,Brooklyn,,
F35S,Kings Hwy,F,Brooklyn,,
F36,Avenue U,F,Brooklyn,,
F36N,Avenue U,F,Brooklyn,,
F36S,Avenue U,F,Brooklyn,,
F38,Avenue X,F,Brooklyn,,
F38N,Avenue X,F,Brooklyn,,
F38S,Avenue X,F,Brooklyn,,
F39,Neptune Av,F,Brooklyn,,
F39N,Neptune Av,F,Brooklyn,,
F39S,Neptune Av,F,Brooklyn,,
G05,Jamaica Center-Parsons/Archer,EJZ,Queens,,
G05N,Jamaica Center-Parsons/Archer,EJZ,Queens,,
G05S,Jamaica Center-Parsons/Archer,EJZ,Queens,,
G06,Sutphin Blvd-Archer Av-JFK Airport,EJZ,Queens,,
G06N,Sutphin Blvd-Archer Av-JFK Airport,EJZ,Queens,,
G06S,Sutphin Blvd-Archer Av-JFK Airport,EJZ,Queens,,
G07,Jamaica-Van Wyck,E,Queens,,
G07N,Jamaica-Van Wyck,E,Queens,,
G07S,Jamaica-Van Wyck,E,Queens,,
G08,Forest Hills-71 Av,EFMR,Queens,,
G08N,Forest Hills-71 Av,EFMR,Queens,,
G08S,Forest Hills-71 Av,EFMR,Queens,,
G09,67 Av,EMR,Queens,,
G09N,67 Av,EMR,Queens,,
G09S,67 Av,EMR,Queens,,
G10,63 Dr-Rego Park,EMR,Queens,,
G10N,63 Dr-Rego Park,EMR,Queens,,
G10S,63 Dr-Rego Park,EMR,Queens,,
G11,Woodhaven Blvd,EMR,Queens,,
G11N,Woodhaven Blvd,EMR,Queens,,
G11S,Woodhaven Blvd,EMR,Queens,,
G12,Grand Av-Newtown,EMR,Queens,,
G12N,Grand Av-Newtown,EMR,Queens,,
G12S,Grand Av-Newtown,EMR,Queens,,
G13,Elmhurst Av,EMR,Queens,,
G13N,Elmhurst Av,EMR,Queens,,
G13S,Elmhurst Av,EMR,Queens,,
G14,Jackson Hts-Roosevelt Av,EFMR,Queens,,
G14N,Jackson Hts-Roosevelt Av,EFMR,Queens,,
G14S,Jackson Hts-Roosevelt Av,EFMR,Queens,,
G15,65 St,EMR,Queens,,
G15N,65 St,EMR,Queens,,
G15S,65 St,EMR,Queens,,
G16,Northern Blvd,EMR,Queens,,
G16N,Northern Blvd,EMR,Queens,,
G16S,Northern Blvd,EMR,Queens,,
G18,46 St,EMR,Queens,,
G18N,46 St,EMR,Queens,,
G18S,46 St,EMR,Queens,,
G19,Steinway St,EMR,Queens,,
G19N,Steinway St,EMR,Queens,,
G19S,Steinway St,EMR,Queens,,
G20,36 St,EMR,Queens,,
G20N,36 St,EMR,Queens,,
G20S,36 St,EMR,Queens,,
G21,Queens Plaza,EMR,Queens,,
G21N,Queens Plaza,EMR,Queens,,
G21S,Queens Plaza,EMR,Queens,,
G22,Court Sq,G,Queens,,
G22N,Court Sq,G,Queens,,
G22S,Court Sq,G,Queens,,
G24,21 St,G,Queens,,
G24N,21 St,G,Queens,,
G24S,21 St,G,Queens,,
G26,Greenpoint Av,G,Brooklyn,,
G26N,Greenpoint Av,G,Brooklyn,,
G26S,Greenpoint Av,G,Brooklyn,,
G28,Nassau Av,G,Brooklyn,,
G28N,Nassau Av,G,Brooklyn,,
G28S,Nassau Av,G,Brooklyn,,
G29,Metropolitan Av,G,Brooklyn,,
G29N,Metropolitan Av,G,Brooklyn,,
G29S,Metropolitan Av,G,Brooklyn,,
G30,Broadway,G,Brooklyn,,
G30N,Broadway,G,Brooklyn,,
G30S,Broadway,G,Brooklyn,,
G31,Flushing Av,G,Brooklyn,,
G31N,Flushing Av,G,Brooklyn,,
G31S,Flushing Av,G,Brooklyn,,
G32,Myrtle-Willoughby Avs,G,Brooklyn,,
G32N,Myrtle-Willoughby Avs,G,Brooklyn,,
G32S,Myrtle-Willoughby Avs,G,Brooklyn,,
G33,Bedford-Nostrand Avs,G,Brooklyn,,
G33N,Bedford-Nostrand Avs,G,Brooklyn,,
G33S,Bedford-Nostrand Avs,G,Brooklyn,,
G34,Classon Av,G,Brooklyn,,
G34N,Classon Av,G,Brooklyn,,
G34S,Classon Av,G,Brooklyn,,
G35,Clinton-Washington Avs,G,Brooklyn,,
G35N,Clinton-Washington Avs,G,Brooklyn,,
G35S,Clinton-Washington Avs,G,Brooklyn,,
G36,Fulton St,G,Brooklyn,,
G36N,Fulton St,G,Brooklyn,,
G36S,Fulton St,G,Brooklyn,,
H01,Aqueduct Racetrack,A,Queens,,
H01N,Aqueduct Racetrack,A,Queens,,
H01S,Aqueduct Racetrack,A,Queens,,
H02,Aqueduct-N Conduit Av,A,Queens,,
H02N,Aqueduct-N Conduit Av,A,Queens,,
H02S,Aqueduct-N Conduit Av,A,Queens,,
H03,Howard Beach-JFK Airport,A,Queens,,
H03N,Howard Beach-JFK Airport,A,Queens,,
H03S,Howard Beach-JFK Airport,A,Queens,,
H04,Broad Channel,AS,Queens,,
H04N,Broad Channel,AS,Queens,,
H04S,Broad Channel,AS,Queens,,
H06,Beach 67 St,A,Queens,,
H06N,Beach 67 St,A,Queens,,
H06S,Beach 67 St,A,Queens,,
H07,Beach 60 St,A,Queens,,
H07N,Beach 60 St,A,Queens,,
H07S,Beach 60 St,A,Queens,,
H08,Beach 44 St,A,Queens,,
H08N,Beach 44 St,A,Queens,,
H08S,Beach 44 St,A,Queens,,
H09,Beach 36 St,A,Queens,,
H09N,Beach 36 St,A,Queens,,
H09S,Beach 36 St,A,Queens,,
H10,Beach 25 St,A,Queens,,
H10N,Beach 25 St,A,Queens,,
H10S,Beach 25 St,A,Queens,,
H11,Far Rockaway-Mott Av,A,Queens,,
H11N,Far Rockaway-Mott Av,A,Queens,,
H11S,Far Rockaway-Mott Av,A,Queens,,
H12,Beach 90 St,AS,Queens,,
H12N,Beach 90 St,AS,Queens,,
H12S,Beach 90 St,AS,Queens,,
H13,Beach 98 St,AS,Queens,,
H13N,Beach 98 St,AS,Queens,,
H13S,Beach 98 St,AS,Queens,,
H14,Beach 105 St,AS,Queens,,
H14N,Beach 105 St,AS,Queens,,
H14S,Beach 105 St,AS,Queens,,
H15,Rockaway Park-Beach 116 St,AS,Queens,,
H15N,Rockaway Park-Beach 116 St,AS,Queens,,
H15S,Rockaway Park-Beach 116 St,AS,Queens,,
H19,Broad Channel,AS,Queens,,
H19N,Broad Channel,AS,Queens,,
H19S,Broad Channel,AS,Queens,,
J12,121 St,JZ,Queens,,
J12N,121 St,JZ,Queens,,
J12S,121 St,JZ,Queens,,
J13,111 St,J,Queens,,
J13N,111 St,J,Queens,,
J13S,111 St,J,Queens,,
J14,104 St,JZ,Queens,,
J14N,104 St,JZ,Queens,,
J14S,104 St,JZ,Queens,,
J15,Woodhaven Blvd,JZ,Queens,,
J15N,Woodhaven Blvd,JZ,Queens,,
J15S,Woodhaven Blvd,JZ,Queens,,
J16,85 St-Forest Pkwy,J,Queens,,
J16N,85 St-Forest Pkwy,J,Queens,,
J16S,85 St-Forest Pkwy,J,Queens,,
J17,75 St-Elderts Ln,JZ,Queens,,
J17N,75 St-Elderts Ln,JZ,Queens,,
J17S,75 St-Elderts Ln,JZ,Queens,,
J19,Cypress Hills,J,Brooklyn,,
J19N,Cypress Hills,J,Brooklyn,,
J19S,Cypress Hills,J,Brooklyn,,
J20,Crescent St,JZ,Brooklyn,,
J20N,Crescent St,JZ,Brooklyn,,
J20S,Crescent St,JZ,Brooklyn,,
J21,Norwood Av,JZ,Brooklyn,,
J21N,Norwood Av,JZ,Brooklyn,,
J21S,Norwood Av,JZ,Brooklyn,,
J22,Cleveland St,J,Brooklyn,,
J22N,Cleveland St,J,Brooklyn,,
J22S,Cleveland St,J,Brooklyn,,
J23,Van Siclen Av,JZ,Brooklyn,,
J23N,Van Siclen Av,JZ,Brooklyn,,
J23S,Van Siclen Av,JZ,Brooklyn,,
J24,Alabama Av,JZ,Brooklyn,,
J24N,Alabama Av,JZ,Brooklyn,,
J24S,Alabama Av,JZ,Brooklyn,,
J27,Broadway Junction,JZ,Brooklyn,,
J27N,Broadway Junction,JZ,Brooklyn,,
J27S,Broadway Junction,JZ,Brooklyn,,
J28,Chauncey St,JZ,Brooklyn,,
J28N,Chauncey St,JZ,Brooklyn,,
J28S,Chauncey St,JZ,Brooklyn,,
J29,Halsey St,J,Brooklyn,,
J29N,Halsey St,J,Brooklyn,,
J29S,Halsey St,J,Brooklyn,,
J30,Gates Av,JZ,Brooklyn,,
J30N,Gates Av,JZ,Brooklyn,,
J30S,Gates Av,JZ,Brooklyn,,
J31,Kosciuszko St,J,Brooklyn,,
J31N,Kosciuszko St,J,Brooklyn,,
J31S,Kosciuszko St,J,Brooklyn,,
L01,8 Av,L,Manhattan,,
L01N,8 Av,L,Manhattan,,
L01S,8 Av,L,Manhattan,,
L02,6 Av,L,Manhattan,,
L02N,6 Av,L,Manhattan,,
L02S,6 Av,L,Manhattan,,
L03,14 St-Union Sq,L,Manhattan,,
L03N,14 St-Union Sq,L,Manhattan,,
L03S,14 St-Union Sq,L,Manhattan,,
L05,3 Av,L,Manhattan,,
L05N,3 Av,L,Manhattan,,
L05S,3 Av,L,Manhattan,,
L06,1 Av,L,Manhattan,,
L06N,1 Av,L,Manhattan,,
L06S,1 Av,L,Manhattan,,
L08,Bedford Av,L,Brooklyn,,
L08N,Bedford Av,L,Brooklyn,,
L08S,Bedford Av,L,Brooklyn,,
L10,Lorimer St,L,Brooklyn,,
L10N,Lorimer St,L,Brooklyn,,
L10S,Lorimer St,L,Brooklyn,,
L11,Graham Av,L,Brooklyn,,
L11N,Graham Av,L,Brooklyn,,
L11S,Graham Av,L,Brooklyn,,
L12,Grand St,L,Brooklyn,,
L12N,Grand St,L,Brooklyn,,
L12S,Grand St,L,Brooklyn,,
L13,Montrose Av,L,Brooklyn,,
L13N,Montrose Av,L,Brooklyn,,
L13S,Montrose Av,L,Brooklyn,,
L14,Morgan Av,L,Brooklyn,,
L14N,Morgan Av,L,Brooklyn,,
L14S,Morgan Av,L,Brooklyn,,
L15,Jefferson St,L,Brooklyn,,
L15N,Jefferson St,L,Brooklyn,,
L15S,Jefferson St,L,Brooklyn,,
L16,DeKalb Av,L,Brooklyn,,
L16N,DeKalb Av,L,Brooklyn,,
L16S,DeKalb Av,L,Brooklyn,,
L17,Myrtle-Wyckoff Avs,L,Brooklyn,,
L17N,Myrtle-Wyckoff Avs,L,Brooklyn,,
L17S,Myrtle-Wyckoff Avs,L,Brooklyn,,
L19,Halsey St,L,Brooklyn,,
L19N,Halsey St,L,Brooklyn,,
L19S,Halsey St,L,Brooklyn,,
L20,Wilson Av,L,Brooklyn,,
L20N,Wilson Av,L,Brooklyn,,
L20S,Wilson Av,L,Brooklyn,,
L21,Bushwick Av-Aberdeen St,L,Brooklyn,,
L21N,Bushwick Av-Aberdeen St,L,Brooklyn,,
L21S,Bushwick Av-Aberdeen St,L,Brooklyn,,
L22,Broadway Junction,L,Brooklyn,,
L22N,Broadway Junction,L,Brooklyn,,
L22S,Broadway Junction,L,Brooklyn,,
L24,Atlantic Av,L,Brooklyn,,
L24N,Atlantic Av,L,Brooklyn,,
L24S,Atlantic Av,L,Brooklyn,,
L25,Sutter Av,L,Brooklyn,,
L25N,Sutter Av,L,Brooklyn,,
L25S,Sutter Av,L,Brooklyn,,
L26,Livonia Av,L,Brooklyn,,
L26N,Livonia Av,L,Brooklyn,,
L26S,Livonia Av,L,Brooklyn,,
L27,New Lots Av,L,Brooklyn,,
L27N,New Lots Av,L,Brooklyn,,
L27S,New Lots Av,L,Brooklyn,,
L28,East 105 St,L,Brooklyn,,
L28N,East 105 St,L,Brooklyn,,
L28S,East 105 St,L,Brooklyn,,
L29,Canarsie-Rockaway Pkwy,L,Brooklyn,,
L29N,Canarsie-Rockaway Pkwy,L,Brooklyn,,
L29S,Canarsie-Rockaway Pkwy,L,Brooklyn,,
M01,Middle Village-Metropolitan Av,M,Brooklyn,,
M01N,Middle Village-Metropolitan Av,M,Brooklyn,,
M01S,Middle Village-Metropolitan Av,M,Brooklyn,,
M04,Fresh Pond Rd,M,Brooklyn,,
M04N,Fresh Pond Rd,M,Brooklyn,,
M04S,Fresh Pond Rd,M,Brooklyn,,
M05,Forest Av,M,Brooklyn,,
M05N,Forest Av,M,Brooklyn,,
M05S,Forest Av,M,Brooklyn,,
M06,Seneca Av,M,Brooklyn,,
M06N,Seneca Av,M,Brooklyn,,
M06S,Seneca Av,M,Brooklyn,,
M08,Myrtle-Wyckoff Avs,M,Brooklyn,,
M08N,Myrtle-Wyckoff Avs,M,Brooklyn,,
M08S,Myrtle-Wyckoff Avs,M,Brooklyn,,
M09,Knickerbocker Av,M,Brooklyn,,
M09N,Knickerbocker Av,M,Brooklyn,,
M09S,Knickerbocker Av,M,Brooklyn,,
M10,Central Av,M,Brooklyn,,
M10N,Central Av,M,Brooklyn,,
M10S,Central Av,M,Brooklyn,,
M11,Myrtle Av,JMZ,Brooklyn,,
M11N,Myrtle Av,JMZ,Brooklyn,,
M11S,Myrtle Av,JMZ,Brooklyn,,
M12,Flushing Av,JM,Brooklyn,,
M12N,Flushing Av,JM,Brooklyn,,
M12S,Flushing Av,JM,Brooklyn,,
M13,Lorimer St,JM,Brooklyn,,
M13N,Lorimer St,JM,Brooklyn,,
M13S,Lorimer St,JM,Brooklyn,,
M14,Hewes St,JM,Brooklyn,,
M14N,Hewes St,JM,Brooklyn,,
M14S,Hewes St,JM,Brooklyn,,
M16,Marcy Av,JMZ,Brooklyn,,
M16N,Marcy Av,JMZ,Brooklyn,,
M16S,Marcy Av,JMZ,Brooklyn,,
M18,Delancey St-Essex St,JMZ,Manhattan,,
M18N,Delancey St-Essex St,JMZ,Manhattan,,
M18S,Delancey St-Essex St,JMZ,Manhattan,,
M19,Bowery,JZ,Manhattan,,
M19N,Bowery,JZ,Manhattan,,
M19S,Bowery,JZ,Manhattan,,
M20,Canal St,JZ,Manhattan,,
M20N,Canal St,JZ,Manhattan,,
M20S,Canal St,JZ,Manhattan,,
M21,Chambers St,JZ,Manhattan,,
M21N,Chambers St,JZ,Manhattan,,
M21S,Chambers St,JZ,Manhattan,,
M22,Fulton St,JZ,Manhattan,,
M22N,Fulton St,JZ,Manhattan,,
M22S,Fulton St,JZ,Manhattan,,
M23,Broad St,JZ,Manhattan,,
M23N,Broad St,JZ,Manhattan,,
M23S,Broad St,JZ,Manhattan,,
N02,8 Av,NQW,Brooklyn,,
N02N,8 Av,NQW,Brooklyn,,
N02S,8 Av,NQW,Brooklyn,,
N03,Fort Hamilton Pkwy,NQW,Brooklyn,,
N03N,Fort Hamilton Pkwy,NQW,Brooklyn,,
N03S,Fort Hamilton Pkwy,NQW,Brooklyn,,
N04,New Utrecht Av,NQW,Brooklyn,,
N04N,New Utrecht Av,NQW,Brooklyn,,
N04S,New Utrecht Av,NQW,Brooklyn,,
N05,18 Av,NQW,Brooklyn,,
N05N,18 Av,NQW,Brooklyn,,
N05S,18 Av,NQW,Brooklyn,,
N06,20 Av,NQW,Brooklyn,,
N06N,20 Av,NQW,Brooklyn,,
N06S,20 Av,NQW,Brooklyn,,
N07,Bay Pkwy,NQW,Brooklyn,,
N07N,Bay Pkwy,NQW,Brooklyn,,
N07S,Bay Pkwy,NQW,Brooklyn,,
N08,Kings Hwy,NQW,Brooklyn,,
N08N,Kings Hwy,NQW,Brooklyn,,
N08S,Kings Hwy,NQW,Brooklyn,,
N09,Avenue U,NQW,Brooklyn,,
N09N,Avenue U,NQW,Brooklyn,,
N09S,Avenue U,NQW,Brooklyn,,
N10,86 St,NQW,Brooklyn,,
N10N,86 St,NQW,Brooklyn,,
N10S,86 St,NQW,Brooklyn,,
N12,S.B. Coney Island,NQ,Brooklyn,,
N12N,S.B. Coney Island,NQ,Brooklyn,,
N12S,S.B. Coney Island,NQ,Brooklyn,,
Q01,Canal St,Q,Manhattan,,
Q01N,Canal St,Q,Manhattan,,
Q01S,Canal St,Q,Manhattan,,
Q03,72 St,NQR,Manhattan,,
Q03N,72 St,NQR,Manhattan,,
Q03S,72 St,NQR,Manhattan,,
Q04,86 St,NQR,Manhattan,,
Q04N,86 St,NQR,Manhattan,,
Q04S,86 St,NQR,Manhattan,,
Q05,96 St,NQR,Manhattan,,
Q05N,96 St,NQR,Manhattan,,
Q05S,96 St,NQR,Manhattan,,
R01,Astoria-Ditmars Blvd,NW,Queens,,
R01N,Astoria-Ditmars Blvd,NW,Queens,,
R01S,Astoria-Ditmars Blvd,NW,Queens,,
R03,Astoria Blvd,NW,Queens,,
R03N,Astoria Blvd,NW,Queens,,
R03S,Astoria Blvd,NW,Queens,,
R04,30 Av,NW,Queens,,
R04N,30 Av,NW,Queens,,
R04S,30 Av,NW,Queens,,
R05,Broadway,NW,Queens,,
R05N,Broadway,NW,Queens,,
R05S,Broadway,NW,Queens,,
R06,36 Av,NW,Queens,,
R06N,36 Av,NW,Queens,,
R06S,36 Av,NW,Queens,,
R08,39 Av-Dutch Kills,NW,Queens,,
R08N,39 Av-Dutch Kills,NW,Queens,,
R08S,39 Av-Dutch Kills,NW,Queens,,
R09,Queensboro Plaza,NW,Queens,,
R09N,Queensboro Plaza,NW,Queens,,
R09S,Queensboro Plaza,NW,Queens,,
R11,Lexington Av/59 St,NRW,Manhattan,,
R11N,Lexington Av/59 St,NRW,Manhattan,,
R11S,Lexington Av/59 St,NRW,Manhattan,,
R13,5 Av/59 St,NRW,Manhattan,,
R13N,5 Av/59 St,NRW,Manhattan,,
R13S,5 Av/59 St,NRW,Manhattan,,
R14,57 St-7 Av,NQRW,Manhattan,,
R14N,57 St-7 Av,NQRW,Manhattan,,
R14S,57 St-7 Av,NQRW,Manhattan,,
R15,49 St,NQRW,Manhattan,,
R15N,49 St,NQRW,Manhattan,,
R15S,49 St,NQRW,Manhattan,,
R16,Times Sq-42 St,NQRW,Manhattan,,
R16N,Times Sq-42 St,NQRW,Manhattan,,
R16S,Times Sq-42 St,NQRW,Manhattan,,
R17,34 St-Herald Sq,NQRW,Manhattan,,
R17N,34 St-Herald Sq,NQRW,Manhattan,,
R17S,34 St-Herald Sq,NQRW,Manhattan,,
R18,28 St,NQRW,Manhattan,,
R18N,28 St,NQRW,Manhattan,,
R18S,28 St,NQRW,Manhattan,,
R19,23 St,NQRW,Manhattan,,
